lifted_junction_id,lifted_gene_name,lifted_ensembl_id,lifted_primary_gene_id,lifted_event_id,lifted_coords,lifted_strand,match_found,match_type,target_junction_id,target_gene_name,target_ensembl_id,target_primary_gene_id,target_event_id,start_distance,end_distance,total_distance,explanation
chr1_942251_1103834_+,3,ENSG00000187634.13,ENSG00000187634.13,Unknown,chr18:73425436-73425976,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr18
chr1_942251_1103834_+,3,ENSG00000187634.13,ENSG00000187634.13,Unknown,chr18:73423538-73425976,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr18
chr1_942251_1103834_+,3,ENSG00000187634.13,ENSG00000187634.13,Unknown,chr5:124711279-124711797,+,True,distant_match,chr5_124714236_124715256_+,3,ENSMUSG00000038023.12,ENSMUSG00000038023.12,Unknown,2957.0,3459.0,6416.0,Match found with 6416bp total distance
chr1_942251_942409_+,3,ENSG00000187634.13,ENSG00000187634.13,Unknown,chr4:156249273-156249384,-,True,distant_match,chr4_156248198_156248346_-,3,ENSMUSG00000096351.2,ENSMUSG00000096351.2,Unknown,1075.0,1038.0,2113.0,Match found with 2113bp total distance
chr1_943808_943892_+,5,ENSG00000187634.13,ENSG00000187634.13,Unknown,chr4:156247986-156248087,-,True,distant_match,chr4_156248198_156248336_-,3,ENSMUSG00000096351.2,ENSMUSG00000096351.2,Unknown,212.0,249.0,461.0,Match found with 461bp total distance
chr1_943808_943907_+,5,ENSG00000187634.13,ENSG00000187634.13,Unknown,chr4:156247969-156248087,-,True,distant_match,chr4_156248198_156248336_-,3,ENSMUSG00000096351.2,ENSMUSG00000096351.2,Unknown,229.0,249.0,478.0,Match found with 478bp total distance
chr1_944335_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr4:156215529-156247500,+,True,distant_match,chr4_156242677_156243518_+,2,ENSMUSG00000095567.7,ENSMUSG00000095567.7,Unknown,27148.0,3982.0,31130.0,Match found with 31130bp total distance
chr1_944335_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr5:134527354-134527924,-,True,distant_match,chr5_134518031_134522585_-,1,ENSMUSG00000063146.11,ENSMUSG00000063146.11,Unknown,9323.0,5339.0,14662.0,Match found with 14662bp total distance
chr1_944335_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr13:9902687-9902881,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr13
chr1_944335_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr3:109104201-109104426,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr3
chr1_944335_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr2:65200723-65201384,-,True,distant_match,chr2_65238486_65238982_-,1,ENSMUSG00000034903.18,ENSMUSG00000034903.18,Unknown,37763.0,37598.0,75361.0,Match found with 75361bp total distance
chr1_944335_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr2:65200768-65201225,-,True,distant_match,chr2_65238486_65238982_-,1,ENSMUSG00000034903.18,ENSMUSG00000034903.18,Unknown,37718.0,37757.0,75475.0,Match found with 75475bp total distance
chr1_944335_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr2:65201233-65201384,-,True,distant_match,chr2_65238486_65238982_-,1,ENSMUSG00000034903.18,ENSMUSG00000034903.18,Unknown,37253.0,37598.0,74851.0,Match found with 74851bp total distance
chr1_944335_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr2:33833239-33833799,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr2
chr1_944335_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr17:23010915-23011079,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr17
chr1_944335_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr16:30065590-30067194,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr16
chr1_944335_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr4:154960808-154961010,+,True,distant_match,chr4_154964269_154965025_+,1,ENSMUSG00000029056.13,ENSMUSG00000029056.13,Unknown,3461.0,4015.0,7476.0,Match found with 7476bp total distance
chr1_944335_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr3:108562901-108562993,+,True,distant_match,chr3_108591597_108609876_+,1,ENSMUSG00000040389.15,ENSMUSG00000040389.15,Unknown,28696.0,46883.0,75579.0,Match found with 75579bp total distance
chr1_944335_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr17:66624508-66624884,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr17
chr1_944335_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr16:8834927-8835036,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr16
chr1_944335_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr2:152802163-152802681,+,True,distant_match,chr2_152848297_152848376_+,1,ENSMUSG00000027469.16,ENSMUSG00000027469.16,Unknown,46134.0,45695.0,91829.0,Match found with 91829bp total distance
chr1_944426_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr4:156215529-156247306,+,True,distant_match,chr4_156242677_156243518_+,2,ENSMUSG00000095567.7,ENSMUSG00000095567.7,Unknown,27148.0,3788.0,30936.0,Match found with 30936bp total distance
chr1_944426_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr5:134527354-134527924,-,True,distant_match,chr5_134518031_134522585_-,1,ENSMUSG00000063146.11,ENSMUSG00000063146.11,Unknown,9323.0,5339.0,14662.0,Match found with 14662bp total distance
chr1_944426_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr13:9902687-9902881,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr13
chr1_944426_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr3:109104201-109104426,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr3
chr1_944426_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr2:65200723-65201384,-,True,distant_match,chr2_65238486_65238982_-,1,ENSMUSG00000034903.18,ENSMUSG00000034903.18,Unknown,37763.0,37598.0,75361.0,Match found with 75361bp total distance
chr1_944426_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr2:65200768-65201225,-,True,distant_match,chr2_65238486_65238982_-,1,ENSMUSG00000034903.18,ENSMUSG00000034903.18,Unknown,37718.0,37757.0,75475.0,Match found with 75475bp total distance
chr1_944426_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr2:65201233-65201384,-,True,distant_match,chr2_65238486_65238982_-,1,ENSMUSG00000034903.18,ENSMUSG00000034903.18,Unknown,37253.0,37598.0,74851.0,Match found with 74851bp total distance
chr1_944426_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr2:33833239-33833799,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr2
chr1_944426_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr17:23010915-23011079,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr17
chr1_944426_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr16:30065590-30067194,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr16
chr1_944426_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr4:154960808-154961010,+,True,distant_match,chr4_154964269_154965025_+,1,ENSMUSG00000029056.13,ENSMUSG00000029056.13,Unknown,3461.0,4015.0,7476.0,Match found with 7476bp total distance
chr1_944426_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr3:108562901-108562993,+,True,distant_match,chr3_108591597_108609876_+,1,ENSMUSG00000040389.15,ENSMUSG00000040389.15,Unknown,28696.0,46883.0,75579.0,Match found with 75579bp total distance
chr1_944426_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr17:66624508-66624884,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr17
chr1_944426_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr16:8834927-8835036,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr16
chr1_944426_1008679_-,2,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr2:152802163-152802681,+,True,distant_match,chr2_152848297_152848376_+,1,ENSMUSG00000027469.16,ENSMUSG00000027469.16,Unknown,46134.0,45695.0,91829.0,Match found with 91829bp total distance
chr1_944800_945041_-,5,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr4:156246778-156247018,+,True,distant_match,chr4_156242677_156243518_+,2,ENSMUSG00000095567.7,ENSMUSG00000095567.7,Unknown,4101.0,3500.0,7601.0,Match found with 7601bp total distance
chr1_944800_945056_-,5,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr4:156246763-156247018,+,True,distant_match,chr4_156242677_156243518_+,2,ENSMUSG00000095567.7,ENSMUSG00000095567.7,Unknown,4086.0,3500.0,7586.0,Match found with 7586bp total distance
chr1_948594_951126_-,4,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr5:134527354-134527924,-,True,distant_match,chr5_134518031_134522585_-,1,ENSMUSG00000063146.11,ENSMUSG00000063146.11,Unknown,9323.0,5339.0,14662.0,Match found with 14662bp total distance
chr1_948603_951126_-,4,ENSG00000188976.11,ENSG00000188976.11,Unknown,chr5:134527354-134527924,-,True,distant_match,chr5_134518031_134522585_-,1,ENSMUSG00000063146.11,ENSMUSG00000063146.11,Unknown,9323.0,5339.0,14662.0,Match found with 14662bp total distance
chr1_971208_971323_+,1,ENSG00000187583.11,ENSG00000187583.11,Unknown,chr4:156224618-156224724,-,True,distant_match,chr4_156225041_156225194_-,7,ENSMUSG00000078485.3,ENSMUSG00000078485.3,Unknown,423.0,470.0,893.0,Match found with 893bp total distance
chr1_971219_971323_+,1,ENSG00000187583.11,ENSG00000187583.11,Unknown,chr4:156224618-156224713,-,True,distant_match,chr4_156225041_156225194_-,7,ENSMUSG00000078485.3,ENSMUSG00000078485.3,Unknown,423.0,481.0,904.0,Match found with 904bp total distance
chr1_972424_972894_+,2,ENSG00000187583.11,ENSG00000187583.11,Unknown,chr4:156223404-156223577,-,True,distant_match,chr4_156222481_156222639_-,8,ENSMUSG00000078485.3,ENSMUSG00000078485.3,Unknown,923.0,938.0,1861.0,Match found with 1861bp total distance
chr1_972424_972860_+,2,ENSG00000187583.11,ENSG00000187583.11,Unknown,chr4:156223438-156223577,-,True,distant_match,chr4_156222481_156222639_-,8,ENSMUSG00000078485.3,ENSMUSG00000078485.3,Unknown,957.0,938.0,1895.0,Match found with 1895bp total distance
chr1_1022462_1035276_+,1,ENSG00000188157.15,ENSG00000188157.15,Unknown,chr4:156185135-156195243,-,True,perfect_match,chr4_156185135_156195243_-,1,ENSMUSG00000041936.18,ENSMUSG00000041936.18,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_1022462_1035276_+,1,ENSG00000188157.15,ENSG00000188157.15,Unknown,chr4:150557462-150557574,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr4
chr1_1022462_1035276_+,1,ENSG00000188157.15,ENSG00000188157.15,Unknown,chr4:150557462-150557572,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr4
chr1_1022462_1031784_+,1,ENSG00000188157.15,ENSG00000188157.15,Unknown,chr4:156188540-156195243,-,True,distant_match,chr4_156185135_156195243_-,1,ENSMUSG00000041936.18,ENSMUSG00000041936.18,Unknown,3405.0,0.0,3405.0,Match found with 3405bp total distance
chr1_1022462_1031784_+,1,ENSG00000188157.15,ENSG00000188157.15,Unknown,chr4:150557462-150557574,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr4
chr1_1022462_1031784_+,1,ENSG00000188157.15,ENSG00000188157.15,Unknown,chr4:150557462-150557572,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr4
chr1_1034703_1035276_+,1,ENSG00000188157.15,ENSG00000188157.15,Unknown,chr4:156185135-156185550,-,True,perfect_match,chr4_156185135_156185550_-,1,ENSMUSG00000041936.18,ENSMUSG00000041936.18,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_1041702_1041955_+,2,ENSG00000188157.15,ENSG00000188157.15,Unknown,chr4:156178635-156178782,-,True,distant_match,chr4_156179288_156179392_-,3,ENSMUSG00000041936.18,ENSMUSG00000041936.18,Unknown,653.0,610.0,1263.0,Match found with 1263bp total distance
chr1_1054551_1055376_+,6,ENSG00000188157.15,ENSG00000188157.15,Unknown,chr4:156166069-156166910,-,True,distant_match,chr4_156169336_156169545_-,8,ENSMUSG00000041936.18,ENSMUSG00000041936.18,Unknown,3267.0,2635.0,5902.0,Match found with 5902bp total distance
chr1_1054551_1054823_+,6,ENSG00000188157.15,ENSG00000188157.15,Unknown,chr4:156166653-156166910,-,True,distant_match,chr4_156169336_156169545_-,8,ENSMUSG00000041936.18,ENSMUSG00000041936.18,Unknown,2683.0,2635.0,5318.0,Match found with 5318bp total distance
chr1_1091565_1091990_-,2,ENSG00000131591.18,ENSG00000131591.18,Unknown,chr4:156116645-156117009,+,True,distant_match,chr4_156116848_156117009_+,2,ENSMUSG00000059939.13,ENSMUSG00000059939.13,Unknown,203.0,0.0,203.0,Match found with 203bp total distance
chr1_1091609_1091990_-,2,ENSG00000131591.18,ENSG00000131591.18,Unknown,chr4:156116645-156116977,+,True,distant_match,chr4_156116848_156117009_+,2,ENSMUSG00000059939.13,ENSMUSG00000059939.13,Unknown,203.0,32.0,235.0,Match found with 235bp total distance
chr1_1217002_1218781_-,2,ENSG00000078808.20,ENSG00000078808.20,Unknown,chr4:156008932-156010561,+,True,distant_match,chr4_156008622_156008791_+,3,ENSMUSG00000029076.14,ENSMUSG00000029076.14,Unknown,310.0,1770.0,2080.0,Match found with 2080bp total distance
chr1_1217002_1218800_-,2,ENSG00000078808.20,ENSG00000078808.20,Unknown,chr4:156008913-156010561,+,True,distant_match,chr4_156008622_156008791_+,3,ENSMUSG00000029076.14,ENSMUSG00000029076.14,Unknown,291.0,1770.0,2061.0,Match found with 2061bp total distance
chr1_1217002_1228553_-,2,ENSG00000078808.20,ENSG00000078808.20,Unknown,chr4:155996432-156010561,+,True,distant_match,chr4_156000770_156008791_+,3,ENSMUSG00000029076.14,ENSMUSG00000029076.14,Unknown,4338.0,1770.0,6108.0,Match found with 6108bp total distance
chr1_1217688_1218457_-,4,ENSG00000078808.20,ENSG00000078808.20,Unknown,chr4:156009319-156009773,+,True,distant_match,chr4_156008622_156008791_+,3,ENSMUSG00000029076.14,ENSMUSG00000029076.14,Unknown,697.0,982.0,1679.0,Match found with 1679bp total distance
chr1_1217804_1218457_-,4,ENSG00000078808.20,ENSG00000078808.20,Unknown,chr4:156009319-156009664,+,True,distant_match,chr4_156008622_156008791_+,3,ENSMUSG00000029076.14,ENSMUSG00000029076.14,Unknown,697.0,873.0,1570.0,Match found with 1570bp total distance
chr1_1218922_1220656_-,3,ENSG00000078808.20,ENSG00000078808.20,Unknown,chr4:156008261-156008791,+,True,distant_match,chr4_156008622_156008791_+,3,ENSMUSG00000029076.14,ENSMUSG00000029076.14,Unknown,361.0,0.0,361.0,Match found with 361bp total distance
chr1_1222629_1308595_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr4:155891719-156000818,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr4
chr1_1222629_1308595_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr6:125322047-125322133,+,True,distant_match,chr6_125322374_125330910_+,1,ENSMUSG00000030340.16,ENSMUSG00000030340.16,Unknown,327.0,8777.0,9104.0,Match found with 9104bp total distance
chr1_1222629_1308595_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr1:51229999-51230186,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr1
chr1_1222629_1308595_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr5:105838246-105838604,+,True,distant_match,chr5_105876698_105878748_+,1,ENSMUSG00000029290.12,ENSMUSG00000029290.12,Unknown,38452.0,40144.0,78596.0,Match found with 78596bp total distance
chr1_1222629_1308595_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr5:105838246-105839064,+,True,distant_match,chr5_105876698_105878748_+,1,ENSMUSG00000029290.12,ENSMUSG00000029290.12,Unknown,38452.0,39684.0,78136.0,Match found with 78136bp total distance
chr1_1222629_1308595_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr5:105838862-105838963,+,True,distant_match,chr5_105876698_105878748_+,1,ENSMUSG00000029290.12,ENSMUSG00000029290.12,Unknown,37836.0,39785.0,77621.0,Match found with 77621bp total distance
chr1_1222633_1308595_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr4:155891719-156000818,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr4
chr1_1222633_1308595_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr6:125322047-125322133,+,True,distant_match,chr6_125322374_125330910_+,1,ENSMUSG00000030340.16,ENSMUSG00000030340.16,Unknown,327.0,8777.0,9104.0,Match found with 9104bp total distance
chr1_1222633_1308595_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr1:51229999-51230186,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr1
chr1_1222633_1308595_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr5:105838246-105838604,+,True,distant_match,chr5_105876698_105878748_+,1,ENSMUSG00000029290.12,ENSMUSG00000029290.12,Unknown,38452.0,40144.0,78596.0,Match found with 78596bp total distance
chr1_1222633_1308595_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr5:105838246-105839064,+,True,distant_match,chr5_105876698_105878748_+,1,ENSMUSG00000029290.12,ENSMUSG00000029290.12,Unknown,38452.0,39684.0,78136.0,Match found with 78136bp total distance
chr1_1222633_1308595_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr5:105838862-105838963,+,True,distant_match,chr5_105876698_105878748_+,1,ENSMUSG00000029290.12,ENSMUSG00000029290.12,Unknown,37836.0,39785.0,77621.0,Match found with 77621bp total distance
chr1_1222633_1311352_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr4:155889145-156000818,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr4
chr1_1222633_1311352_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr6:125322047-125322133,+,True,distant_match,chr6_125322374_125330910_+,1,ENSMUSG00000030340.16,ENSMUSG00000030340.16,Unknown,327.0,8777.0,9104.0,Match found with 9104bp total distance
chr1_1222633_1311352_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr1:51229999-51230186,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr1
chr1_1222633_1311352_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr5:105838246-105838604,+,True,distant_match,chr5_105876698_105878748_+,1,ENSMUSG00000029290.12,ENSMUSG00000029290.12,Unknown,38452.0,40144.0,78596.0,Match found with 78596bp total distance
chr1_1222633_1311352_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr5:105838246-105839064,+,True,distant_match,chr5_105876698_105878748_+,1,ENSMUSG00000029290.12,ENSMUSG00000029290.12,Unknown,38452.0,39684.0,78136.0,Match found with 78136bp total distance
chr1_1222633_1311352_+,1,ENSG00000169972.13,ENSG00000169972.13,Unknown,chr5:105838862-105838963,+,True,distant_match,chr5_105876698_105878748_+,1,ENSMUSG00000029290.12,ENSMUSG00000029290.12,Unknown,37836.0,39785.0,77621.0,Match found with 77621bp total distance
chr1_1255487_1256991_-,3,ENSG00000160087.21,ENSG00000160087.21,Unknown,chr4:155955560-155957080,+,True,distant_match,chr4_155955336_155955441_+,4,ENSMUSG00000023286.16,ENSMUSG00000023286.16,Unknown,224.0,1639.0,1863.0,Match found with 1863bp total distance
chr1_1255487_1256044_-,3,ENSG00000160087.21,ENSG00000160087.21,Unknown,chr4:155956448-155957080,+,True,distant_match,chr4_155955336_155955441_+,4,ENSMUSG00000023286.16,ENSMUSG00000023286.16,Unknown,1112.0,1639.0,2751.0,Match found with 2751bp total distance
chr1_1256125_1256991_-,3,ENSG00000160087.21,ENSG00000160087.21,Unknown,chr4:155955560-155956367,+,True,distant_match,chr4_155955336_155955441_+,4,ENSMUSG00000023286.16,ENSMUSG00000023286.16,Unknown,224.0,926.0,1150.0,Match found with 1150bp total distance
chr1_1293911_1294089_-,10,ENSG00000131584.19,ENSG00000131584.19,Unknown,chr4:155905519-155905629,+,True,distant_match,chr4_155905917_155906100_+,3,ENSMUSG00000029033.16,ENSMUSG00000029033.16,Unknown,398.0,471.0,869.0,Match found with 869bp total distance
chr1_1293933_1294089_-,10,ENSG00000131584.19,ENSG00000131584.19,Unknown,chr4:155905519-155905607,+,True,distant_match,chr4_155905917_155906100_+,3,ENSMUSG00000029033.16,ENSMUSG00000029033.16,Unknown,398.0,493.0,891.0,Match found with 891bp total distance
chr1_1295934_1296014_-,8,ENSG00000131584.19,ENSG00000131584.19,Unknown,chr4:155903233-155903314,+,True,perfect_match,chr4_155903233_155903314_+,2,ENSMUSG00000029033.16,ENSMUSG00000029033.16,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_1295938_1296014_-,8,ENSG00000131584.19,ENSG00000131584.19,Unknown,chr4:155903233-155903310,+,True,perfect_match,chr4_155903233_155903310_+,2,ENSMUSG00000029033.16,ENSMUSG00000029033.16,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_1297933_1298012_-,7,ENSG00000131584.19,ENSG00000131584.19,Unknown,chr4:155902232-155902304,+,True,distant_match,chr4_155903233_155903310_+,2,ENSMUSG00000029033.16,ENSMUSG00000029033.16,Unknown,1001.0,1006.0,2007.0,Match found with 2007bp total distance
chr1_1297933_1298029_-,7,ENSG00000131584.19,ENSG00000131584.19,Unknown,chr4:155902215-155902304,+,True,distant_match,chr4_155903233_155903310_+,2,ENSMUSG00000029033.16,ENSMUSG00000029033.16,Unknown,1018.0,1006.0,2024.0,Match found with 2024bp total distance
