lifted_junction_id,lifted_gene_name,lifted_ensembl_id,lifted_primary_gene_id,lifted_event_id,lifted_coords,lifted_strand,match_found,match_type,target_junction_id,target_gene_name,target_ensembl_id,target_primary_gene_id,target_event_id,start_distance,end_distance,total_distance,explanation
chr1_6389520_6394269_+,2,ENSMUSG00000087247.3,ENSMUSG00000087247.3,Unknown,chr8:52534600-52539830,-,True,perfect_match,chr8_52534600_52539830_-,1,ENSG00000196711.9,ENSG00000196711.9,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_6389520_6391039_+,2,ENSMUSG00000087247.3,ENSMUSG00000087247.3,Unknown,chr8:52538507-52539830,-,True,perfect_match,chr8_52538507_52539830_-,1,ENSG00000196711.9,ENSG00000196711.9,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_6391116_6394269_+,2,ENSMUSG00000087247.3,ENSMUSG00000087247.3,Unknown,chr8:52534600-52538430,-,True,perfect_match,chr8_52534600_52538430_-,1,ENSG00000196711.9,ENSG00000196711.9,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_7089216_7147636_+,1,ENSMUSG00000051285.17,ENSMUSG00000051285.17,Unknown,chr8:51845763-51898350,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr8
chr1_7089216_7147636_+,1,ENSMUSG00000051285.17,ENSMUSG00000051285.17,Unknown,chr1:44780282-44780801,+,True,distant_match,chr1_44778717_44782193_+,5,ENSG00000142937.12,ENSG00000142937.12,Unknown,1565.0,1392.0,2957.0,Match found with 2957bp total distance
chr1_7089216_7120193_+,1,ENSMUSG00000051285.17,ENSMUSG00000051285.17,Unknown,chr8:51861246-51898350,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr8
chr1_7120615_7147636_+,1,ENSMUSG00000051285.17,ENSMUSG00000051285.17,Unknown,chr8:51845763-51860844,-,True,distant_match,chr8_51827361_51831443_-,2,ENSG00000168300.14,ENSG00000168300.14,Unknown,18402.0,29401.0,47803.0,Match found with 47803bp total distance
chr1_7120615_7147636_+,1,ENSMUSG00000051285.17,ENSMUSG00000051285.17,Unknown,chr1:44780282-44780801,+,True,distant_match,chr1_44778717_44782193_+,5,ENSG00000142937.12,ENSG00000142937.12,Unknown,1565.0,1392.0,2957.0,Match found with 2957bp total distance
chr1_7163371_7166308_+,3,ENSMUSG00000051285.17,ENSMUSG00000051285.17,Unknown,chr8:51828884-51831443,-,True,distant_match,chr8_51827361_51831443_-,2,ENSG00000168300.14,ENSG00000168300.14,Unknown,1523.0,0.0,1523.0,Match found with 1523bp total distance
chr1_7163371_7169514_+,3,ENSMUSG00000051285.17,ENSMUSG00000051285.17,Unknown,chr8:51820718-51831443,-,True,perfect_match,chr8_51820718_51831443_-,2,ENSG00000168300.14,ENSG00000168300.14,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_7166518_7169514_+,3,ENSMUSG00000051285.17,ENSMUSG00000051285.17,Unknown,chr8:51820718-51828049,-,True,distant_match,chr8_51820718_51831443_-,2,ENSG00000168300.14,ENSG00000168300.14,Unknown,0.0,3394.0,3394.0,Match found with 3394bp total distance
chr1_9576469_9580222_+,2,ENSMUSG00000025911.14,ENSMUSG00000025911.14,Unknown,chr8:66468582-66473055,+,True,distant_match,chr8_66460465_66471429_+,6,ENSG00000147576.17,ENSG00000147576.17,Unknown,8117.0,1626.0,9743.0,Match found with 9743bp total distance
chr1_9576469_9580222_+,2,ENSMUSG00000025911.14,ENSMUSG00000025911.14,Unknown,chr4:83497737-83497880,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr4
chr1_9576469_9580219_+,2,ENSMUSG00000025911.14,ENSMUSG00000025911.14,Unknown,chr8:66468582-66473055,+,True,distant_match,chr8_66460465_66471429_+,6,ENSG00000147576.17,ENSG00000147576.17,Unknown,8117.0,1626.0,9743.0,Match found with 9743bp total distance
chr1_9576469_9580219_+,2,ENSMUSG00000025911.14,ENSMUSG00000025911.14,Unknown,chr4:83497737-83497877,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr4
chr1_9670012_9671578_-,2,ENSMUSG00000025912.16,ENSMUSG00000025912.16,Unknown,chr8:66564825-66566063,-,True,distant_match,chr8_66566992_66572481_-,4,ENSG00000185697.17,ENSG00000185697.17,Unknown,2167.0,6418.0,8585.0,Match found with 8585bp total distance
chr1_9670012_9672211_-,2,ENSMUSG00000025912.16,ENSMUSG00000025912.16,Unknown,chr8:66564825-66566683,-,True,distant_match,chr8_66566992_66572481_-,4,ENSG00000185697.17,ENSG00000185697.17,Unknown,2167.0,5798.0,7965.0,Match found with 7965bp total distance
chr1_9671758_9672211_-,2,ENSMUSG00000025912.16,ENSMUSG00000025912.16,Unknown,chr8:66566243-66566683,-,True,distant_match,chr8_66566992_66572481_-,4,ENSG00000185697.17,ENSG00000185697.17,Unknown,749.0,5798.0,6547.0,Match found with 6547bp total distance
chr1_9678505_9683096_-,1,ENSMUSG00000025912.16,ENSMUSG00000025912.16,Unknown,chr8:66580366-66593119,-,True,distant_match,chr8_66580366_66592439_-,3,ENSG00000185697.17,ENSG00000185697.17,Unknown,0.0,680.0,680.0,Match found with 680bp total distance
chr1_9678505_9681784_-,1,ENSMUSG00000025912.16,ENSMUSG00000025912.16,Unknown,chr8:66580366-66592439,-,True,perfect_match,chr8_66580366_66592439_-,3,ENSG00000185697.17,ENSG00000185697.17,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_9681889_9683096_-,1,ENSMUSG00000025912.16,ENSMUSG00000025912.16,Unknown,chr8:66592544-66593119,-,True,distant_match,chr8_66595757_66597315_-,2,ENSG00000185697.17,ENSG00000185697.17,Unknown,3213.0,4196.0,7409.0,Match found with 7409bp total distance
chr1_9865348_9865462_+,2,ENSMUSG00000025915.14,ENSMUSG00000025915.14,Unknown,chr8:66793832-66793938,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr8
chr1_9865348_9868382_+,2,ENSMUSG00000025915.14,ENSMUSG00000025915.14,Unknown,chr8:66793832-66798541,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr8
chr1_10038344_10045075_+,1,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67062548-67074242,+,True,distant_match,chr8_67064496_67074242_+,2,ENSG00000104218.16,ENSG00000104218.16,Unknown,1948.0,0.0,1948.0,Match found with 1948bp total distance
chr1_10039879_10045075_+,1,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67064502-67074242,+,True,good_match,chr8_67064496_67074242_+,2,ENSG00000104218.16,ENSG00000104218.16,Unknown,6.0,0.0,6.0,Match found with 6bp total distance
chr1_10039887_10045075_+,1,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67064517-67074242,+,True,good_match,chr8_67064526_67074242_+,2,ENSG00000104218.16,ENSG00000104218.16,Unknown,9.0,0.0,9.0,Match found with 9bp total distance
chr1_10058823_10064332_+,2,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67086110-67091802,+,True,distant_match,chr8_67064538_67074242_+,2,ENSG00000104218.16,ENSG00000104218.16,Unknown,21572.0,17560.0,39132.0,Match found with 39132bp total distance
chr1_10058823_10059823_+,2,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67086110-67086822,+,True,distant_match,chr8_67064538_67074242_+,2,ENSG00000104218.16,ENSG00000104218.16,Unknown,21572.0,12580.0,34152.0,Match found with 34152bp total distance
chr1_10059847_10064332_+,2,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67086846-67091802,+,True,distant_match,chr8_67064538_67074242_+,2,ENSG00000104218.16,ENSG00000104218.16,Unknown,22308.0,17560.0,39868.0,Match found with 39868bp total distance
chr1_10061866_10062103_+,3,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67088965-67089012,+,True,distant_match,chr8_67064538_67074242_+,2,ENSG00000104218.16,ENSG00000104218.16,Unknown,24427.0,14770.0,39197.0,Match found with 39197bp total distance
chr1_10061866_10062162_+,3,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67088965-67089012,+,True,distant_match,chr8_67064538_67074242_+,2,ENSG00000104218.16,ENSG00000104218.16,Unknown,24427.0,14770.0,39197.0,Match found with 39197bp total distance
chr1_10096013_10108368_+,6,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67137603-67154023,+,True,distant_match,chr8_67154136_67158446_+,11,ENSG00000104218.16,ENSG00000104218.16,Unknown,16533.0,4423.0,20956.0,Match found with 20956bp total distance
chr1_10096013_10108368_+,6,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr14:105538349-105538562,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr14
chr1_10096013_10108368_+,6,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr14:105538369-105538476,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr14
chr1_10096013_10108368_+,6,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr7:158609280-158609883,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr7
chr1_10096013_10104211_+,6,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67137603-67149782,+,True,distant_match,chr8_67154136_67158446_+,11,ENSG00000104218.16,ENSG00000104218.16,Unknown,16533.0,8664.0,25197.0,Match found with 25197bp total distance
chr1_10096013_10104211_+,6,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr14:105538349-105538562,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr14
chr1_10096013_10104211_+,6,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr14:105538369-105538476,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr14
chr1_10096013_10104211_+,6,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr7:158609280-158609883,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr7
chr1_10104364_10108368_+,6,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67149935-67154023,+,True,distant_match,chr8_67154136_67158446_+,11,ENSG00000104218.16,ENSG00000104218.16,Unknown,4201.0,4423.0,8624.0,Match found with 8624bp total distance
chr1_10112542_10112875_+,7,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67158596-67158990,+,True,perfect_match,chr8_67158596_67158990_+,12,ENSG00000104218.16,ENSG00000104218.16,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_10112542_10112880_+,7,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67158596-67158995,+,True,perfect_match,chr8_67158596_67158995_+,12,ENSG00000104218.16,ENSG00000104218.16,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_10112604_10112875_+,7,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67158674-67158990,+,True,distant_match,chr8_67158596_67158990_+,12,ENSG00000104218.16,ENSG00000104218.16,Unknown,78.0,0.0,78.0,Match found with 78bp total distance
chr1_10133273_10134091_+,8,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67190759-67193463,+,True,distant_match,chr8_67168519_67172415_+,13,ENSG00000104218.16,ENSG00000104218.16,Unknown,22240.0,21048.0,43288.0,Match found with 43288bp total distance
chr1_10133273_10134096_+,8,ENSMUSG00000056763.16,ENSMUSG00000056763.16,Unknown,chr8:67190759-67193468,+,True,distant_match,chr8_67168519_67172415_+,13,ENSG00000104218.16,ENSG00000104218.16,Unknown,22240.0,21053.0,43293.0,Match found with 43293bp total distance
chr1_10138996_10141558_-,4,ENSMUSG00000067851.11,ENSMUSG00000067851.11,Unknown,chr8:67199098-67201466,-,True,distant_match,chr8_67199098_67200395_-,9,ENSG00000066777.9,ENSG00000066777.9,Unknown,0.0,1071.0,1071.0,Match found with 1071bp total distance
chr1_10138996_10140466_-,4,ENSMUSG00000067851.11,ENSMUSG00000067851.11,Unknown,chr8:67199098-67200395,-,True,perfect_match,chr8_67199098_67200395_-,9,ENSG00000066777.9,ENSG00000066777.9,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_10140584_10141558_-,4,ENSMUSG00000067851.11,ENSMUSG00000067851.11,Unknown,chr8:67200513-67201466,-,True,distant_match,chr8_67199098_67200395_-,9,ENSG00000066777.9,ENSG00000066777.9,Unknown,1415.0,1071.0,2486.0,Match found with 2486bp total distance
chr1_10144804_10147402_-,3,ENSMUSG00000067851.11,ENSMUSG00000067851.11,Unknown,chr8:67204766-67211482,-,True,perfect_match,chr8_67204766_67211482_-,8,ENSG00000066777.9,ENSG00000066777.9,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_10144857_10147402_-,3,ENSMUSG00000067851.11,ENSMUSG00000067851.11,Unknown,chr8:67204819-67211482,-,True,perfect_match,chr8_67204819_67211482_-,8,ENSG00000066777.9,ENSG00000066777.9,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_10163787_10172833_-,2,ENSMUSG00000067851.11,ENSMUSG00000067851.11,Unknown,chr8:67232945-67238342,-,True,perfect_match,chr8_67232945_67238342_-,2,ENSG00000066777.9,ENSG00000066777.9,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_10167040_10172833_-,2,ENSMUSG00000067851.11,ENSMUSG00000067851.11,Unknown,chr8:67235471-67238342,-,True,distant_match,chr8_67232945_67238342_-,2,ENSG00000066777.9,ENSG00000066777.9,Unknown,2526.0,0.0,2526.0,Match found with 2526bp total distance
chr1_10204909_10209424_-,1,ENSMUSG00000067851.11,ENSMUSG00000067851.11,Unknown,chr8:67288065-67291846,-,True,distant_match,chr8_67277457_67287954_-,1,ENSG00000066777.9,ENSG00000066777.9,Unknown,10608.0,3892.0,14500.0,Match found with 14500bp total distance
chr1_10204909_10209635_-,1,ENSMUSG00000067851.11,ENSMUSG00000067851.11,Unknown,chr8:67288065-67292057,-,True,distant_match,chr8_67277457_67287954_-,1,ENSG00000066777.9,ENSG00000066777.9,Unknown,10608.0,4103.0,14711.0,Match found with 14711bp total distance
chr1_10325311_10329197_-,3,ENSMUSG00000042501.12,ENSMUSG00000042501.12,Unknown,chr8:67422691-67427746,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr8
chr1_10325311_10329472_-,3,ENSMUSG00000042501.12,ENSMUSG00000042501.12,Unknown,chr8:67422691-67428046,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr8
chr1_10408359_10408499_-,2,ENSMUSG00000042501.12,ENSMUSG00000042501.12,Unknown,chr8:67483858-67483989,-,True,distant_match,chr8_67484789_67506786_-,4,ENSG00000165078.13,ENSG00000165078.13,Unknown,931.0,22797.0,23728.0,Match found with 23728bp total distance
chr1_10408359_10409256_-,2,ENSMUSG00000042501.12,ENSMUSG00000042501.12,Unknown,chr8:67483858-67484678,-,True,distant_match,chr8_67484789_67506786_-,4,ENSG00000165078.13,ENSG00000165078.13,Unknown,931.0,22108.0,23039.0,Match found with 23039bp total distance
chr1_10408854_10409256_-,2,ENSMUSG00000042501.12,ENSMUSG00000042501.12,Unknown,chr8:67484395-67484678,-,True,distant_match,chr8_67484789_67506786_-,4,ENSG00000165078.13,ENSG00000165078.13,Unknown,394.0,22108.0,22502.0,Match found with 22502bp total distance
chr1_11160148_11162239_+,1,ENSMUSG00000048960.13,ENSMUSG00000048960.13,Unknown,chr8:68097069-68099681,+,True,distant_match,chr8_68109623_68110931_+,5,ENSG00000046889.19,ENSG00000046889.19,Unknown,12554.0,11250.0,23804.0,Match found with 23804bp total distance
chr1_11160280_11162239_+,1,ENSMUSG00000048960.13,ENSMUSG00000048960.13,Unknown,chr8:68097201-68099681,+,True,distant_match,chr8_68109623_68110931_+,5,ENSG00000046889.19,ENSG00000046889.19,Unknown,12422.0,11250.0,23672.0,Match found with 23672bp total distance
chr1_11182034_11184445_+,2,ENSMUSG00000048960.13,ENSMUSG00000048960.13,Unknown,chr8:68115932-68118549,+,True,distant_match,chr8_68118644_68119431_+,6,ENSG00000046889.19,ENSG00000046889.19,Unknown,2712.0,882.0,3594.0,Match found with 3594bp total distance
chr1_11182034_11184388_+,2,ENSMUSG00000048960.13,ENSMUSG00000048960.13,Unknown,chr8:68115932-68118468,+,True,distant_match,chr8_68118644_68119431_+,6,ENSG00000046889.19,ENSG00000046889.19,Unknown,2712.0,963.0,3675.0,Match found with 3675bp total distance
chr1_11186765_11193512_+,3,ENSMUSG00000048960.13,ENSMUSG00000048960.13,Unknown,chr8:68121049-68127377,+,True,perfect_match,chr8_68121049_68127377_+,7,ENSG00000046889.19,ENSG00000046889.19,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_11191906_11193512_+,3,ENSMUSG00000048960.13,ENSMUSG00000048960.13,Unknown,chr8:68125791-68127377,+,True,distant_match,chr8_68121049_68127377_+,7,ENSG00000046889.19,ENSG00000046889.19,Unknown,4742.0,0.0,4742.0,Match found with 4742bp total distance
chr1_11231796_11234605_+,4,ENSMUSG00000048960.13,ENSMUSG00000048960.13,Unknown,chr8:68157436-68166681,+,True,distant_match,chr8_68127419_68134058_+,7,ENSG00000046889.19,ENSG00000046889.19,Unknown,30017.0,32623.0,62640.0,Match found with 62640bp total distance
chr1_11231796_11265678_+,4,ENSMUSG00000048960.13,ENSMUSG00000048960.13,Unknown,chr8:68157436-68191721,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr8
chr1_11518709_11562962_+,2,ENSMUSG00000057715.13,ENSMUSG00000057715.13,Unknown,chr8:68446460-68488022,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr8
chr1_11518709_11545153_+,2,ENSMUSG00000057715.13,ENSMUSG00000057715.13,Unknown,chr8:68446460-68468691,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr8
chr1_11545282_11562962_+,2,ENSMUSG00000057715.13,ENSMUSG00000057715.13,Unknown,chr8:68468820-68488022,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr8
chr1_11588546_11596150_+,4,ENSMUSG00000057715.13,ENSMUSG00000057715.13,Unknown,chr8:68521971-68532982,+,True,perfect_match,chr8_68521971_68532982_+,3,ENSG00000165084.16,ENSG00000165084.16,Unknown,0.0,0.0,0.0,Match found with 0bp total distance
chr1_11588571_11596150_+,4,ENSMUSG00000057715.13,ENSMUSG00000057715.13,Unknown,chr8:68522000-68532982,+,True,acceptable_match,chr8_68521971_68532982_+,3,ENSG00000165084.16,ENSG00000165084.16,Unknown,29.0,0.0,29.0,Match found with 29bp total distance
chr1_11596317_11596964_+,5,ENSMUSG00000057715.13,ENSMUSG00000057715.13,Unknown,chr8:68533149-68533782,+,True,distant_match,chr8_68530679_68532982_+,3,ENSG00000165084.16,ENSG00000165084.16,Unknown,2470.0,800.0,3270.0,Match found with 3270bp total distance
chr1_11596317_11747964_+,5,ENSMUSG00000057715.13,ENSMUSG00000057715.13,Unknown,chr8:68533149-68640375,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr8
chr1_11596317_11747964_+,5,ENSMUSG00000057715.13,ENSMUSG00000057715.13,Unknown,chr11:17229459-17229519,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr11
chr1_11596317_11747964_+,5,ENSMUSG00000057715.13,ENSMUSG00000057715.13,Unknown,chr2:84916379-84916883,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr2
chr1_11596317_11747964_+,5,ENSMUSG00000057715.13,ENSMUSG00000057715.13,Unknown,chr4:61914763-61914909,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr4
chr1_11596317_11747964_+,5,ENSMUSG00000057715.13,ENSMUSG00000057715.13,Unknown,chr2:63684295-63684625,+,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr2
chr1_11596317_11747964_+,5,ENSMUSG00000057715.13,ENSMUSG00000057715.13,Unknown,chr8:68625459-68625642,-,False,no_match_in_window,,,,,,,,,No match found within 50000bp window on chr8
