,cell_id_index,cell_type,junction_id_index,junc_count,cluster_count,junction_id,Cluster,gene_id,junc_ratio
845370,188,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,97.0,149,10_60296002_60296304,5903,Psap,0.6510067114093959
845371,189,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,85.0,140,10_60296002_60296304,5903,Psap,0.6071428571428571
845372,190,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,36.0,56,10_60296002_60296304,5903,Psap,0.6428571428571429
845373,191,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,75.0,163,10_60296002_60296304,5903,Psap,0.4601226993865031
845374,192,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,77.0,174,10_60296002_60296304,5903,Psap,0.4425287356321839
845375,193,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,116.0,395,10_60296002_60296304,5903,Psap,0.2936708860759494
845376,194,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,61.0,136,10_60296002_60296304,5903,Psap,0.4485294117647059
845377,196,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,166.0,220,10_60296002_60296304,5903,Psap,0.7545454545454545
845378,197,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,1.0,53,10_60296002_60296304,5903,Psap,0.018867924528301886
845379,198,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,80.0,232,10_60296002_60296304,5903,Psap,0.3448275862068966
845380,199,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,188.0,272,10_60296002_60296304,5903,Psap,0.6911764705882353
845381,200,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,43.0,71,10_60296002_60296304,5903,Psap,0.6056338028169014
845382,201,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,110.0,113,10_60296002_60296304,5903,Psap,0.9734513274336283
845383,202,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,59.0,113,10_60296002_60296304,5903,Psap,0.5221238938053098
845384,203,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,182.0,289,10_60296002_60296304,5903,Psap,0.629757785467128
845385,204,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,126.0,131,10_60296002_60296304,5903,Psap,0.9618320610687023
845386,205,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,99.0,149,10_60296002_60296304,5903,Psap,0.6644295302013423
845387,206,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,41.0,62,10_60296002_60296304,5903,Psap,0.6612903225806451
845388,207,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,15.0,43,10_60296002_60296304,5903,Psap,0.3488372093023256
845389,208,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,5.0,6,10_60296002_60296304,5903,Psap,0.8333333333333334
845390,209,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,128.0,237,10_60296002_60296304,5903,Psap,0.540084388185654
845391,210,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,12.0,23,10_60296002_60296304,5903,Psap,0.5217391304347826
845392,211,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,32.0,40,10_60296002_60296304,5903,Psap,0.8
845393,212,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,26.0,50,10_60296002_60296304,5903,Psap,0.52
845394,213,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,394.0,815,10_60296002_60296304,5903,Psap,0.4834355828220859
845395,214,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,24.0,94,10_60296002_60296304,5903,Psap,0.2553191489361702
845396,215,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,89.0,118,10_60296002_60296304,5903,Psap,0.7542372881355932
845397,216,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,113.0,335,10_60296002_60296304,5903,Psap,0.3373134328358209
845398,217,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,150.0,286,10_60296002_60296304,5903,Psap,0.5244755244755245
845399,218,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,32.0,42,10_60296002_60296304,5903,Psap,0.7619047619047619
845400,219,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,29.0,43,10_60296002_60296304,5903,Psap,0.6744186046511628
845401,220,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,48.0,166,10_60296002_60296304,5903,Psap,0.2891566265060241
845402,221,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,48.0,155,10_60296002_60296304,5903,Psap,0.3096774193548387
845403,222,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,32.0,167,10_60296002_60296304,5903,Psap,0.19161676646706588
845404,223,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,64.0,129,10_60296002_60296304,5903,Psap,0.49612403100775193
845405,224,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,271.0,336,10_60296002_60296304,5903,Psap,0.8065476190476191
845406,225,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,414.0,789,10_60296002_60296304,5903,Psap,0.5247148288973384
845407,226,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,28.0,240,10_60296002_60296304,5903,Psap,0.11666666666666667
845408,227,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,186.0,225,10_60296002_60296304,5903,Psap,0.8266666666666667
845409,228,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,25.0,38,10_60296002_60296304,5903,Psap,0.6578947368421053
845410,229,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,35.0,37,10_60296002_60296304,5903,Psap,0.9459459459459459
845411,230,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,73.0,96,10_60296002_60296304,5903,Psap,0.7604166666666666
845412,231,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,103.0,120,10_60296002_60296304,5903,Psap,0.8583333333333333
845413,232,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,8.0,31,10_60296002_60296304,5903,Psap,0.25806451612903225
845414,233,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,172.0,465,10_60296002_60296304,5903,Psap,0.36989247311827955
845415,234,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,89.0,181,10_60296002_60296304,5903,Psap,0.49171270718232046
845416,235,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,556.0,814,10_60296002_60296304,5903,Psap,0.683046683046683
845417,236,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,249.0,273,10_60296002_60296304,5903,Psap,0.9120879120879121
845418,237,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,174.0,207,10_60296002_60296304,5903,Psap,0.8405797101449275
845419,238,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,103.0,175,10_60296002_60296304,5903,Psap,0.5885714285714285
845420,239,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,690.0,718,10_60296002_60296304,5903,Psap,0.9610027855153204
845421,240,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,14.0,143,10_60296002_60296304,5903,Psap,0.0979020979020979
845422,241,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,52.0,143,10_60296002_60296304,5903,Psap,0.36363636363636365
845423,242,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,261.0,650,10_60296002_60296304,5903,Psap,0.4015384615384615
845424,243,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,9.0,16,10_60296002_60296304,5903,Psap,0.5625
845425,244,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,21.0,40,10_60296002_60296304,5903,Psap,0.525
845426,245,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,19.0,60,10_60296002_60296304,5903,Psap,0.31666666666666665
845427,246,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,70.0,126,10_60296002_60296304,5903,Psap,0.5555555555555556
845428,247,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,56.0,153,10_60296002_60296304,5903,Psap,0.3660130718954248
845429,248,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,296.0,705,10_60296002_60296304,5903,Psap,0.4198581560283688
845430,249,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,6.0,44,10_60296002_60296304,5903,Psap,0.13636363636363635
845431,250,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,5.0,39,10_60296002_60296304,5903,Psap,0.1282051282051282
845432,251,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,18.0,60,10_60296002_60296304,5903,Psap,0.3
845433,252,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,22.0,34,10_60296002_60296304,5903,Psap,0.6470588235294118
845434,253,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,77.0,152,10_60296002_60296304,5903,Psap,0.506578947368421
845435,254,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,248.0,283,10_60296002_60296304,5903,Psap,0.8763250883392226
845436,255,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,104.0,186,10_60296002_60296304,5903,Psap,0.5591397849462365
845437,256,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,91.0,155,10_60296002_60296304,5903,Psap,0.5870967741935483
845438,257,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,127.0,257,10_60296002_60296304,5903,Psap,0.49416342412451364
845439,258,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,96.0,422,10_60296002_60296304,5903,Psap,0.22748815165876776
845440,259,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,15.0,89,10_60296002_60296304,5903,Psap,0.16853932584269662
845441,260,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,174.0,656,10_60296002_60296304,5903,Psap,0.2652439024390244
845442,261,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,95.0,159,10_60296002_60296304,5903,Psap,0.5974842767295597
845443,262,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,321.0,477,10_60296002_60296304,5903,Psap,0.6729559748427673
845444,263,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,1.0,5,10_60296002_60296304,5903,Psap,0.2
845445,264,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,115.0,188,10_60296002_60296304,5903,Psap,0.6117021276595744
845446,265,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,131.0,265,10_60296002_60296304,5903,Psap,0.49433962264150944
845447,266,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,37.0,65,10_60296002_60296304,5903,Psap,0.5692307692307692
845448,267,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,11.0,21,10_60296002_60296304,5903,Psap,0.5238095238095238
845449,268,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,11.0,88,10_60296002_60296304,5903,Psap,0.125
845450,269,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,55.0,96,10_60296002_60296304,5903,Psap,0.5729166666666666
845451,270,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,212.0,220,10_60296002_60296304,5903,Psap,0.9636363636363636
845452,271,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,434.0,715,10_60296002_60296304,5903,Psap,0.606993006993007
845453,272,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,39.0,62,10_60296002_60296304,5903,Psap,0.6290322580645161
845454,273,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,26.0,82,10_60296002_60296304,5903,Psap,0.3170731707317073
845455,274,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,122.0,380,10_60296002_60296304,5903,Psap,0.32105263157894737
845456,275,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,23.0,49,10_60296002_60296304,5903,Psap,0.46938775510204084
845457,276,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,76.0,139,10_60296002_60296304,5903,Psap,0.5467625899280576
845458,277,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,32.0,87,10_60296002_60296304,5903,Psap,0.367816091954023
845459,278,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,5.0,19,10_60296002_60296304,5903,Psap,0.2631578947368421
845460,279,Brain_Non-Myeloid_oligodendrocyte_precursor_cell,548,151.0,208,10_60296002_60296304,5903,Psap,0.7259615384615384
